agency,article_id,section,published_at,headline,url,sentiment_score,Aspect,effect_type,impact_type
thairath,1107934,investment,2017-10-25,"หุ้นไทยปิดตลาดบ่าย ปรับขึ้น 7.03 ดัชนีอยู่ที่ 1,708 จุด",https://www.thairath.co.th/money/investment/capital_market/1107934,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,1108419,economics,2017-10-26,ต่อคิวเติมน้ำมันลดราคาพิเศษ-อย่าสับสนทางด่วนใน กทม.ไม่ฟรีวันนี้,https://www.thairath.co.th/money/economics/thai_economics/1108419,0.65,ราคาน้ำมันเชื้อเพลิง,Short-term,Positive
thairath,1109142,economics,2017-10-26,สืบสาน “ศาสตร์พระราชา” “ซีพี” สร้างต้นแบบเกษตรกรไทยยั่งยืน,https://www.thairath.co.th/money/economics/thai_economics/1109142,0.85,เศรษฐกิจไทย,Long-term,Positive
thairath,1108285,economics,2017-10-26,ติดไฟแดง,https://www.thairath.co.th/money/economics/thai_economics/1108285,0.75,สังคม/ความมั่นคง,Short-term,Positive
thairath,1109155,economics,2017-10-26,ผุด 2 โปรเจกต์ยักษ์ลดเหลื่อมล้ำ หอการค้าไทยลุยขับเคลื่อนเศรษฐกิจฐานราก,https://www.thairath.co.th/money/economics/thai_economics/1109155,0.75,เศรษฐกิจไทย,Long-term,Positive
thairath,1109175,economics,2017-10-26,รัฐเร่ง!หาระบบยืนยันข้อมูลบุคคล หวังอำนวยความสะดวกเบ็ดเสร็จ,https://www.thairath.co.th/money/economics/thai_economics/1109175,0.5,เศรษฐกิจไทย,Long-term,Neutral
thairath,1109145,personal_finance,2017-10-26,เศรษฐกิจต่างจังหวัดปีหน้ายังอ่วม ทีเอ็มบีชี้คนไทยกำลังซื้อ“สิงห์ปืนฝืด”,https://www.thairath.co.th/money/personal_finance/financial_planning/1109145,0.45,ราคาสินค้าเกษตร,Short-term,Neutral
thairath,1109177,economics,2017-10-26,ยกระดับบริการท่องเที่ยว รับมือสังคมผู้สูงอายุ-คนพิการ,https://www.thairath.co.th/money/economics/thai_economics/1109177,0.65,เศรษฐกิจไทย,Long-term,Positive
thairath,1109195,economics,2017-10-26,สานต่อสินค้าเกษตรแปลงใหญ่,https://www.thairath.co.th/money/economics/thai_economics/1109195,0.65,ราคาสินค้าเกษตร,Long-term,Positive
thairath,1109209,economics,2017-10-26,สรรพสามิตคุยลั่นทุ่ง เก็บเงินเข้ากระเป๋าตุง,https://www.thairath.co.th/money/economics/thai_economics/1109209,0.45,เศรษฐกิจไทย,Long-term,Neutral
thairath,1109322,investment,2017-10-27,"ทองไทยเปิดตลาด ปรับลด 50 รูปพรรณ ขายบาทละ 20,550",https://www.thairath.co.th/money/investment/gold/1109322,0.45,ราคาสินค้าเกษตร,Short-term,Neutral
thairath,1109474,investment,2017-10-27,"หุ้นไทยปิดตลาดเช้า ปรับขึ้น 7.97 ดัชนีแตะ 1,716 จุด",https://www.thairath.co.th/money/investment/capital_market/1109474,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,1109660,personal_finance,2017-10-27,หยุดลือข่าว! สรรพากร แจงชัด ไม่เก็บภาษีวัด ศาสนสถาน และผู้บริจาคเงิน,https://www.thairath.co.th/money/personal_finance/financial_planning/1109660,0.75,มาตรการของรัฐ,Short-term,Positive
thairath,1109742,investment,2017-10-27,"หุ้นไทยปิดตลาดบ่าย ปรับตัวขึ้น 7.19 จุด ดัชนีอยู่ที่ 1,716 จุด",https://www.thairath.co.th/money/investment/capital_market/1109742,0.75,เศรษฐกิจไทย,Short-term,Positive
thairath,1109980,investment,2017-10-27,วิบากกรรมไทยคม!!,https://www.thairath.co.th/money/investment/capital_market/1109980,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,1109982,economics,2017-10-27,พลิกเกมค้าชายแดนใต้ รัฐหนุนขายออนไลน์แก้คนซื้อไม่ลงพื้นที่,https://www.thairath.co.th/money/economics/thai_economics/1109982,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,1109989,economics,2017-10-27,ทีโอทีย้ำบริการต่อเนื่อง ปิดฉากสัมปทานโทรศัพท์บ้าน 2.6 ล้านเลข,https://www.thairath.co.th/money/economics/thai_economics/1109989,0.5,การเมือง,Long-term,Neutral
thairath,1109999,economics,2017-10-27,ราคาแอลพีจีเดือน พ.ย.จ่อขยับอีกรอบ นักวิชาการปลอบเป็นไปตามกลไกตลาด,https://www.thairath.co.th/money/economics/thai_economics/1109999,0.35,ราคาน้ำมันเชื้อเพลิง,Long-term,Negative
thairath,1110004,economics,2017-10-27,ข้าวไทยประกาศศักดาลั่นทุ่งฮ่องกง,https://www.thairath.co.th/money/economics/thai_economics/1110004,0.55,ราคาสินค้าเกษตร,Short-term,Neutral
thairath,1110115,investment,2017-10-28,"ทองไทยเปิดตลาด ปรับขึ้น 100 รูปพรรณ ขายบาทละ 20,600",https://www.thairath.co.th/money/investment/gold/1110115,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,1110927,investment,2017-10-29,ทิศทางหุ้น 30/10/60,https://www.thairath.co.th/money/investment/capital_market/1110927,0.75,เศรษฐกิจไทย,Short-term,Positive
thairath,1110979,personal_finance,2017-10-29,เอาทุกทาง,https://www.thairath.co.th/money/personal_finance/financial_planning/1110979,0.45,มาตรการของรัฐ,Long-term,Neutral
thairath,1111367,economics,2017-10-29,สรรพสามิตไล่เชือด 3 ยี่ห้อ บุหรี่นอกเลี่ยงภาษีใหม่กดราคาขายปลีก,https://www.thairath.co.th/money/economics/thai_economics/1111367,0.35,มาตรการของรัฐ,Short-term,Negative
thairath,1111449,investment,2017-10-30,"ทองไทยเปิดตลาดปรับลง 50 รูปพรรณขายบาทละ 20,550",https://www.thairath.co.th/money/investment/gold/1111449,0.45,ราคาสินค้าเกษตร,Short-term,Neutral
thairath,1111640,investment,2017-10-30,"หุ้นไทยปิดตลาดเช้าปรับลด 4.04 ดัชนีอยู่ที่ 1,711 จุด",https://www.thairath.co.th/money/investment/capital_market/1111640,0.35,เศรษฐกิจไทย,Short-term,Negative
thairath,1111779,personal_finance,2017-10-30,ฐานะการคลัง ปีงบ 60 ยังแกร่ง สิ้นเดือนก.ย. มี 5.23 แสนล้านบาท,https://www.thairath.co.th/money/personal_finance/financial_planning/1111779,0.65,เศรษฐกิจไทย,Long-term,Positive
thairath,1111845,personal_finance,2017-10-30,วิจัยกสิกร คาดเฟด คงดอกเบี้ยต่อ จับตาทรัมป์ ชงประธานคนใหม่ แทน เยลเลน,https://www.thairath.co.th/money/personal_finance/financial_planning/1111845,0.65,เศรษฐกิจโลก,Long-term,Positive
thairath,1111965,investment,2017-10-30,"หุ้นไทยปิดตลาดบ่าย ปรับขึ้น 2.63 ดัชนีอยู่ที่ 1,718 จุด",https://www.thairath.co.th/money/investment/capital_market/1111965,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,1111999,economics,2017-10-30,งานเข้า #อ้ายมีเหตุผล คลังขอสอบข้อมูลเชิงลึก พบจนไม่จริง ส่อโดนคดีอาญา,https://www.thairath.co.th/money/economics/thai_economics/1111999,0.45,สังคม/ความมั่นคง,Short-term,Neutral
thairath,1112082,personal_finance,2017-10-30,คลังแจงดึงเงินฝากไม่เคลื่อนไหว แค่เก็บรักษา ขอคืนได้ คาดบังคับใช้ปี 61,https://www.thairath.co.th/money/personal_finance/financial_planning/1112082,0.55,มาตรการของรัฐ,Long-term,Neutral
thairath,1112162,investment,2017-10-30,มองข้ามปี...หุ้นไทยไปต่อ!!,https://www.thairath.co.th/money/investment/capital_market/1112162,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,1112300,personal_finance,2017-10-30,จับตา 3 จุดเสี่ยงการเงิน,https://www.thairath.co.th/money/personal_finance/financial_planning/1112300,0.35,เศรษฐกิจไทย,Long-term,Negative
thairath,1112302,economics,2017-10-30,รัฐออกโรงยืนยันปีนี้เกษตรกรรายได้พุ่ง เพิ่มประสิทธิภาพเพาะปลูกผลผลิตทะลัก,https://www.thairath.co.th/money/economics/thai_economics/1112302,0.75,ราคาสินค้าเกษตร,Short-term,Positive
thairath,1111554,economics,2017-10-30,น้ำพระทัยในหลวง ร.10,https://www.thairath.co.th/money/economics/thai_economics/1111554,0.65,สังคม/ความมั่นคง,Long-term,Positive
thairath,1112307,economics,2017-10-30,เสริมแกร่งกองทุนหมู่บ้านรับยุค 4.0,https://www.thairath.co.th/money/economics/thai_economics/1112307,0.75,สังคม/ความมั่นคง,Short-term,Positive
thairath,1112315,investment,2017-10-30,มาร์เก็ตแคปหุ้นใหม่พุ่ง 3.5 แสนล้าน ลุ้นแมลงเม่าซื้อขายต่อวันทะลัก,https://www.thairath.co.th/money/investment/capital_market/1112315,0.35,เศรษฐกิจไทย,Short-term,Negative
thairath,1112327,economics,2017-10-30,ร้องกันระงมราคาเนื้อหมู-ไข่ไก่ลดฮวบ “พาณิชย์”เชื่อพ้นกินเจกลับสู่ภาวะปกติ,https://www.thairath.co.th/money/economics/thai_economics/1112327,0.45,ราคาสินค้าเกษตร,Short-term,Neutral
thairath,1103757,economics,2017-10-31,"""โกลเด้น เพลซ"" ต้นแบบร้านค้าปลีก จากพระราชดำริในหลวง ร.9",https://www.thairath.co.th/money/economics/thai_economics/1103757,0.85,สังคม/ความมั่นคง,Long-term,Positive
thairath,1112360,investment,2017-10-31,"ทองไทยเปิดตลาดปรับขึ้น 50 รูปพรรณขายบาทละ 20,600",https://www.thairath.co.th/money/investment/gold/1112360,0.65,ราคาสินค้าเกษตร,Short-term,Positive
thairath,1112434,personal_finance,2017-10-31,ดึงเงินฝากไม่เคลื่อนไหว 10 ปี คลังแจงแค่เก็บแทนธนาคาร,https://www.thairath.co.th/money/personal_finance/financial_planning/1112434,0.75,มาตรการของรัฐ,Short-term,Positive
thairath,1112587,investment,2017-10-31,"หุ้นไทยปิดตลาดเช้า ปรับขึ้น 6.27 ดัชนีอยู่ที่ 1,724 จุด",https://www.thairath.co.th/money/investment/capital_market/1112587,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,1112775,economics,2017-10-31,ครม.ไฟเขียว ยืดรับบริจาคช่วยน้ำท่วมถึงสิ้นปี ลดหย่อนภาษีได้ 1.5 เท่า,https://www.thairath.co.th/money/economics/thai_economics/1112775,0.75,มาตรการของรัฐ,Short-term,Positive
thairath,1112747,economics,2017-10-31,ครม. มีมติพักชำระหนี้ ช่วยเกษตรกรเพิ่มเติม ในพื้นที่ภาคใต้ถูกน้ำท่วม,https://www.thairath.co.th/money/economics/thai_economics/1112747,0.85,มาตรการของรัฐ,Short-term,Positive
thairath,1112887,personal_finance,2017-10-31,ธอส. คลอด 6 มาตรการ ช่วยผู้ประสบภัยน้ำท่วม ทั้งลูกหนี้-ลูกค้าใหม่,https://www.thairath.co.th/money/personal_finance/financial_planning/1112887,0.75,มาตรการของรัฐ,Short-term,Positive
thairath,1113054,investment,2017-10-31,"หุ้นไทยปิดตลาดบ่าย ปรับขึ้น 2.71 ดัชนีอยู่ที่ 1,721 จุด",https://www.thairath.co.th/money/investment/capital_market/1113054,0.75,เศรษฐกิจไทย,Short-term,Positive
thairath,1113194,economics,2017-10-31,ทอท. กำชับระมัดระวังปล่อยโคม จุดพลุ วันลอยกระทง รอบสนามบิน,https://www.thairath.co.th/money/economics/thai_economics/1113194,0.55,เศรษฐกิจไทย,Short-term,Neutral
thairath,1113264,investment,2017-10-31,สดใสต่อ!!,https://www.thairath.co.th/money/investment/capital_market/1113264,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,1113284,personal_finance,2017-10-31,ศุลกากรชูออนไลน์ลดทุจริต นำร่องใบขน-ชำระภาษีท่าเรือกรุงเทพ-แหลมฉบัง,https://www.thairath.co.th/money/personal_finance/financial_planning/1113284,0.65,มาตรการของรัฐ,Short-term,Positive
thairath,1113285,personal_finance,2017-10-31,ลอยกระทงเงินสะพัดเฉียดหมื่นล้านบาท คนเริ่มใช้จ่ายส่งสัญญาณเศรษฐกิจผงกหัว,https://www.thairath.co.th/money/personal_finance/financial_planning/1113285,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,1113290,economics,2017-10-31,ย้ำน้ำมันยังเป็นเชื้อเพลิงหลัก รถยนต์ไฟฟ้านั่งตีขิมรอยาวไป,https://www.thairath.co.th/money/economics/thai_economics/1113290,0.5,ราคาน้ำมันเชื้อเพลิง,Short-term,Neutral
thairath,1113297,economics,2017-10-31,ไทยคมสวนดีอีทำดีที่สุดแล้ว,https://www.thairath.co.th/money/economics/thai_economics/1113297,0.45,การเมือง,Long-term,Neutral
thairath,1113302,investment,2017-10-31,ตลาดหุ้นปลายปีคงจะไม่หวือหวา,https://www.thairath.co.th/money/investment/capital_market/1113302,0.55,เศรษฐกิจไทย,Short-term,Neutral
thairath,1113314,economics,2017-10-31,ก.ล.ต.เฉ่ง 25 ผู้บริหาร IEC กล่าวโทษทำผิดเสียหาย 200 ล้าน,https://www.thairath.co.th/money/economics/thai_economics/1113314,0.25,เศรษฐกิจไทย,Short-term,Negative
thairath,1113315,economics,2017-10-31,1 พ.ย.จ่ายผ่านบัตรคนจน “ขสมก.-การรถไฟ”ยืนยันพร้อมรับผู้โดยสาร,https://www.thairath.co.th/money/economics/thai_economics/1113315,0.4,มาตรการของรัฐ,Short-term,Negative
thairath,1113317,personal_finance,2017-11-01,เรียกร้อง “คลัง” แจง พ.ร.บ.บริหารเงินฝาก ยึดเงินจริงหรือไม่ “บัญชีไม่เคลื่อนไหว” 10 ปี,https://www.thairath.co.th/money/personal_finance/financial_planning/1113317,0.5,มาตรการของรัฐ,Long-term,Neutral
thairath,1113322,economics,2017-11-01,แจงใช้ ม.44 เร่งสปีดผังเมือง ยกประโยชน์ลงทุนพื้นที่ “อีอีซี”,https://www.thairath.co.th/money/economics/thai_economics/1113322,0.5,เศรษฐกิจไทย,Long-term,Neutral
thairath,1113334,personal_finance,2017-11-01,ยืดพักหนี้ซับน้ำตาเกษตรกรน้ำท่วม,https://www.thairath.co.th/money/personal_finance/financial_planning/1113334,0.75,มาตรการของรัฐ,Short-term,Positive
thairath,1113502,investment,2017-11-01,"ทองไทยเปิดตลาด ร่วง 100 รูปพรรณ ขายบาทละ 20,500",https://www.thairath.co.th/money/investment/gold/1113502,0.35,ราคาสินค้าเกษตร,Short-term,Negative
thairath,1113700,investment,2017-11-01,"หุ้นไทยปิดตลาดเช้า ปรับขึ้น 0.10 ดัชนีอยู่ที่ 1,721 จุด",https://www.thairath.co.th/money/investment/capital_market/1113700,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,1113869,economics,2017-11-01,พาณิชย์ ตรวจเข้มราคาสินค้าพื้นที่น้ำท่วม หวั่นผู้ค้าฉวยโอกาสขยับขึ้น,https://www.thairath.co.th/money/economics/thai_economics/1113869,0.65,สังคม/ความมั่นคง,Short-term,Positive
thairath,1113905,personal_finance,2017-11-01,แบงก์ชาติ ชี้ดึงเงินฝากไม่เคลื่อนไหวเข้าคลัง ลดภาระค่ารักษาบัญชี,https://www.thairath.co.th/money/personal_finance/financial_planning/1113905,0.65,มาตรการของรัฐ,Long-term,Positive
thairath,1114105,investment,2017-11-01,"หุ้นไทยปิดตลาดบ่าย ปรับลด 6.82 ดัชนีอยู่ที่ 1,714 จุด",https://www.thairath.co.th/money/investment/capital_market/1114105,0.3,เศรษฐกิจไทย,Short-term,Negative
thairath,1114007,economics,2017-11-01,การบินไทย รับมอบโบอิ้ง 787-9 ลำที่ 2 ชื่อพระราชทาน 'พรหมบุรี',https://www.thairath.co.th/money/economics/thai_economics/1114007,0.65,เศรษฐกิจไทย,Long-term,Positive
thairath,1114185,economics,2017-11-01,เริ่มวันแรก! วุ่นวาย ใช้บัตรคนจน ขึ้นรถไฟ-รถเมล์ เครื่องรูด ไม่โอเค,https://www.thairath.co.th/money/economics/thai_economics/1114185,0.35,มาตรการของรัฐ,Short-term,Negative
thairath,1114290,investment,2017-11-01,เลือกหุ้นพื้นฐาน!!,https://www.thairath.co.th/money/investment/capital_market/1114290,0.25,เศรษฐกิจไทย,Short-term,Negative
thairath,1114367,economics,2017-11-01,“อี-กรีท” ใช้ทักทายผ่านไลน์แชต,https://www.thairath.co.th/money/economics/thai_economics/1114367,0.65,เศรษฐกิจไทย,Long-term,Positive
thairath,1114387,economics,2017-11-01,ทุกฝ่ายหนุนช็อปช่วยชาติ ฝากคลังส่งเสริมคนไทยเที่ยวในประเทศ,https://www.thairath.co.th/money/economics/thai_economics/1114387,0.75,มาตรการของรัฐ,Short-term,Positive
thairath,1114397,investment,2017-11-01,“ตลาดหุ้นไทย”สร้างสถิติใหม่! ต่างชาติถือครอง4.78ล้านล้าน,https://www.thairath.co.th/money/investment/capital_market/1114397,0.85,เศรษฐกิจไทย,Long-term,Positive
thairath,1114402,economics,2017-11-01,“พี.เค.” เด้งรับเศรษฐกิจไตรมาส 4 ฟื้นตัว จัดงานไทยเที่ยวไทยครั้งที่ 45 รับลมหนาว,https://www.thairath.co.th/money/economics/thai_economics/1114402,0.75,เศรษฐกิจไทย,Short-term,Positive
thairath,1114405,economics,2017-11-02,เดอะมอลล์กรุ๊ปปฏิวัติค้าปลีก จับมือ “เอสซีบี” สนองตอบยุคใหม่ช็อปปิ้งไร้เงินสด,https://www.thairath.co.th/money/economics/thai_economics/1114405,0.65,เศรษฐกิจไทย,Long-term,Positive
thairath,1114542,investment,2017-11-02,"ทองไทยเปิดตลาดคงที่ รูปพรรณขายบาทละ 20,600",https://www.thairath.co.th/money/investment/gold/1114542,0.5,เศรษฐกิจไทย,Short-term,Neutral
thairath,1114717,investment,2017-11-02,"หุ้นไทยปิดตลาดเช้าปรับลด 2.29 ดัชนีอยู่ที่ 1,712 จุด",https://www.thairath.co.th/money/investment/capital_market/1114717,0.25,เศรษฐกิจไทย,Short-term,Negative
thairath,1114922,economics,2017-11-02,โปรเจกต์ปีหน้า คมนาคม ผุดรถไฟฟ้า 'ภูเก็ต-ขอนแก่น-โคราช-เชียงใหม่',https://www.thairath.co.th/money/economics/thai_economics/1114922,0.75,เศรษฐกิจไทย,Long-term,Positive
thairath,1115102,economics,2017-11-02,1 พ.ย.เป็นต้นไป ระบุสีรถได้สูงสุด 3 สีหลัก ในคู่มือจดทะเบียน,https://www.thairath.co.th/money/economics/thai_economics/1115102,0.55,มาตรการของรัฐ,Short-term,Neutral
thairath,1115234,investment,2017-11-02,"หุ้นไทยปิดตลาดบ่าย ร่วง 12.62 ดัชนีอยู่ที่ 1,701 จุด",https://www.thairath.co.th/money/investment/capital_market/1115234,0.35,เศรษฐกิจไทย,Short-term,Negative
thairath,1115225,economics,2017-11-02,เผื่อเวลาเดินทาง! ย้ำ 6 พ.ย. ปิดปรับปรุงสะพานเข้าสนามบินดอนเมือง,https://www.thairath.co.th/money/economics/thai_economics/1115225,0.55,สังคม/ความมั่นคง,Short-term,Neutral
thairath,1115287,economics,2017-11-02,ข่าวร้าย! ปตท.-บางจาก ขึ้นราคาน้ำมันทุกชนิด 60สต. เว้นE85 ขยับ 40สต.,https://www.thairath.co.th/money/economics/thai_economics/1115287,0.3,ราคาน้ำมันเชื้อเพลิง,Short-term,Negative
thairath,1115232,economics,2017-11-02,'นีโอ' จัดงานใหญ่ อินเตอร์เนชั่นแนล บางกอกไบค์ ครั้งที่ 10,https://www.thairath.co.th/money/economics/thai_economics/1115232,0.75,เศรษฐกิจไทย,Long-term,Positive
thairath,1115377,economics,2017-11-02,'อารีพงศ์-คณิศ' ไขก๊อก บอร์ดบินไทย คาดเตรียมนั่ง 'ครม.ประยุทธ์ 5',https://www.thairath.co.th/money/economics/thai_economics/1115377,0.55,การเมือง,Short-term,Neutral
thairath,1115510,investment,2017-11-02,PTTEP สตรอง!!,https://www.thairath.co.th/money/investment/capital_market/1115510,0.35,เศรษฐกิจไทย,Short-term,Negative
thairath,1115495,personal_finance,2017-11-02,ชง ครม.ลดหย่อนภาษีบริจาคเงิน รพ.,https://www.thairath.co.th/money/personal_finance/financial_planning/1115495,0.5,สังคม/ความมั่นคง,Long-term,Neutral
thairath,1115639,economics,2017-11-03,บริษัทร่วมทุนหยุดซื้อยาง หลังราคายางร่วง เล็งคุย 4 ประเทศงดส่งออก,https://www.thairath.co.th/money/economics/thai_economics/1115639,0.25,ราคาสินค้าเกษตร,Short-term,Negative
thairath,1115642,economics,2017-11-03,“สมคิด” ตรวจการบ้านคมนาคม ปี 61 ตะลุยเปิดประมูลเมกะโปรเจคต์แสนล้าน,https://www.thairath.co.th/money/economics/thai_economics/1115642,0.75,เศรษฐกิจไทย,Long-term,Positive
thairath,1115652,personal_finance,2017-11-03,ธปท.เปิดก๊อกธุรกรรมอัตราแลกเปลี่ยน ธุรกิจรายใหญ่ซื้อ-ขายเงินได้ไม่ต้องขอ,https://www.thairath.co.th/money/personal_finance/financial_planning/1115652,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,1115660,economics,2017-11-03,“อภิศักดิ์”เด้งรับช็อปช่วยชาติ แอ่นอกเป็นคนคิดพ.ร.บ.ยึดเงินฝากไม่เคลื่อนไหว,https://www.thairath.co.th/money/economics/thai_economics/1115660,0.75,มาตรการของรัฐ,Short-term,Positive
thairath,1115674,economics,2017-11-03,ดัชนียั่งยืน “ซีพี” เพิ่มมิติเศรษฐกิจเชิงบวก,https://www.thairath.co.th/money/economics/thai_economics/1115674,0.65,เศรษฐกิจไทย,Long-term,Positive
thairath,1115679,economics,2017-11-03,“เซ็นทรัล-เจดี”ติดปีกค้าออนไลน์,https://www.thairath.co.th/money/economics/thai_economics/1115679,0.65,เศรษฐกิจไทย,Long-term,Positive
thairath,1115665,economics,2017-11-03,“คิง เพาเวอร์” แสดงพลังไทย จัดงาน “เดอะ ทรินิตี้ ฟอรั่ม” สุดอลังการ,https://www.thairath.co.th/money/economics/thai_economics/1115665,0.75,เศรษฐกิจไทย,Long-term,Positive
thairath,1115667,personal_finance,2017-11-03,“มันนี่เอ็กซ์โป” ลุยเชียงใหม่ส่งท้ายปี,https://www.thairath.co.th/money/personal_finance/financial_planning/1115667,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,1115684,economics,2017-11-03,หวั่นกระทบตลาดหุ้น! สมาคมโบรกฯชงคลุมธุรกรรมบล็อกเทรด,https://www.thairath.co.th/money/economics/thai_economics/1115684,0.5,เศรษฐกิจไทย,Short-term,Neutral
thairath,1115712,investment,2017-11-03,"ยังนิ่ง! ทองไทยเปิดตลาดคงที่ รูปพรรณขายบาทละ 20,550",https://www.thairath.co.th/money/investment/gold/1115712,0.5,เศรษฐกิจไทย,Short-term,Neutral
thairath,1115885,investment,2017-11-03,"หุ้นไทยปิดตลาดเช้า ปรับขึ้น 0.65 ดัชนีอยู่ที่ 1,702 จุด",https://www.thairath.co.th/money/investment/capital_market/1115885,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,1116049,personal_finance,2017-11-03,เปิดขายลอตแรกกองทุนไทยแลนด์ฟิวเจอร์ฟันด์ ต้นปี 61 มูลค่า 4.4 หมื่นล้าน,https://www.thairath.co.th/money/personal_finance/financial_planning/1116049,0.65,เศรษฐกิจไทย,Long-term,Positive
thairath,1116142,investment,2017-11-03,ปลายปีได้โบนัส อยากซื้อหุ้น ก.ล.ต. แนะศึกษาให้ดี ก่อนตัดสินใจลงทุน,https://www.thairath.co.th/money/investment/capital_market/1116142,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,1116215,investment,2017-11-03,"หุ้นไทยปิดตลาดบ่าย ปรับลด 0.46 ดัชนีอยู่ที่ 1,701 จุด",https://www.thairath.co.th/money/investment/capital_market/1116215,0.45,เศรษฐกิจไทย,Short-term,Neutral
thairath,1116385,economics,2017-11-03,'อนุรักษ์' ไฟเขียวจัดซื้อเครื่องสแกนม่านตา บอกต้องไม่ผิดระเบียบราชการ,https://www.thairath.co.th/money/economics/thai_economics/1116385,0.55,มาตรการของรัฐ,Short-term,Neutral
thairath,1115990,economics,2017-11-03,"คัดสรรสุดยอดขนมไทยมาเสิร์ฟ ""ครัวคุณต๋อย THAI DESSERTS""",https://www.thairath.co.th/money/economics/thai_economics/1115990,0.85,เศรษฐกิจไทย,Long-term,Positive
thairath,1116500,economics,2017-11-03,เห็นแน่! จุดเปลี่ยนประเทศ “เอกนิติ” ชี้โครงสร้างพื้นฐานทำเชื่อมั่นพุ่ง,https://www.thairath.co.th/money/economics/thai_economics/1116500,0.85,เศรษฐกิจไทย,Long-term,Positive
thairath,1116427,investment,2017-11-03,รอเงินกองทุน LTF!!,https://www.thairath.co.th/money/investment/capital_market/1116427,0.45,เศรษฐกิจไทย,Short-term,Neutral
thairath,1116509,economics,2017-11-03,ร้านธงฟ้าประชารัฐทำผิดรายวัน แอบจัดชุดสินค้าขายเกินราคา,https://www.thairath.co.th/money/economics/thai_economics/1116509,0.45,สังคม/ความมั่นคง,Short-term,Neutral
thairath,1116632,investment,2017-11-04,"ทองไทยขยับลง 50 รูปพรรณขายบาทละ 20,500",https://www.thairath.co.th/money/investment/gold/1116632,0.45,เศรษฐกิจไทย,Short-term,Neutral
thairath,1117547,personal_finance,2017-11-05,ไตรมาส 3 ดัชนีเศรษฐกิจฐานราก ขยับ คนออมเงินเพิ่ม เฉลี่ยเดือนละ 2 พัน,https://www.thairath.co.th/money/personal_finance/financial_planning/1117547,0.55,เศรษฐกิจไทย,Short-term,Neutral
thairath,1117775,economics,2017-11-05,ปูด!! ระบบไบโอดาต้า ตรวจต่างด้าว ใช้งบเกือบ 500 ล้าน แต่ไม่ได้ใช้งาน,https://www.thairath.co.th/money/economics/thai_economics/1117775,0.25,มาตรการของรัฐ,Short-term,Negative
thairath,1117417,economics,2017-11-05,พร้อมใช้จริงหรือไม่,https://www.thairath.co.th/money/economics/thai_economics/1117417,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,1117352,economics,2017-11-05,ออมสินผลิตนักรบ สู้ศึกไทยแลนด์ 4.0,https://www.thairath.co.th/money/economics/thai_economics/1117352,0.65,เศรษฐกิจไทย,Long-term,Positive
thairath,1117429,economics,2017-11-05,รื้อ พ.ร.บ.คุ้มครองพันธุ์พืช จัดสมดุลผลประโยชน์ทุน-สิทธิเกษตรกร,https://www.thairath.co.th/money/economics/thai_economics/1117429,0.25,ราคาสินค้าเกษตร,Short-term,Negative
thairath,1117427,investment,2017-11-05,ทิศทางหุ้น 06/11/60,https://www.thairath.co.th/money/investment/capital_market/1117427,0.45,เศรษฐกิจไทย,Short-term,Neutral
thairath,1117859,economics,2017-11-05,ชงคลังคืน“แท็กรีฟันด์”ในห้างสรรพสินค้า,https://www.thairath.co.th/money/economics/thai_economics/1117859,0.75,เศรษฐกิจไทย,Short-term,Positive
thairath,1117864,economics,2017-11-05,บี้เจ้ากระทรวงดีอี เคาะราคาเน็ตรัฐ!,https://www.thairath.co.th/money/economics/thai_economics/1117864,0.25,มาตรการของรัฐ,Short-term,Negative
thairath,1117867,economics,2017-11-05,เศรษฐกิจฐานรากดีขึ้น ความเชื่อมั่นการจ่ายหนี้-หารายได้สูงขึ้น,https://www.thairath.co.th/money/economics/thai_economics/1117867,0.75,เศรษฐกิจไทย,Short-term,Positive
thairath,1118082,investment,2017-11-06,"ทองไทยเปิดตลาดคงที่ รูปพรรณขายบาทละ 20,500",https://www.thairath.co.th/money/investment/gold/1118082,0.5,ราคาสินค้าเกษตร,Short-term,Neutral
thairath,1118249,investment,2017-11-06,"หุ้นไทยปิดตลาดเช้า ปรับขึ้น 0.75 ดัชนีอยู่ที่ 1,702 จุด",https://www.thairath.co.th/money/investment/capital_market/1118249,0.75,เศรษฐกิจไทย,Short-term,Positive
